manufacturer,model,price,year,condition,cylinders,fuel,odometer,transmission,odometer_km
Toyota,Sienna Xle Limited,5800,2008,,6 ,gas,118674.0,automatic,190986
Honda,Civic,5500,2009,,4 ,gas,156869.0,automatic,252455
Honda,Cr-V,16977,2015,,4 ,gas,134543.0,automatic,216525
Toyota,Corolla,12977,2014,,4 ,gas,50756.0,automatic,81683
Toyota,Rav4,18897,2014,,4 ,gas,90824.0,other,146166
Honda,Cr-V,10373,2011,,4 ,gas,129641.0,automatic,208636
Toyota,Fj Cruiser,16340,2007,,6 ,gas,260428.0,automatic,419117
Toyota,4Runner Sr5,19500,2011,excellent,6 ,gas,148000.0,automatic,238182
Toyota,Tundra,32699,2014,,,other,132655.0,automatic,213486
Toyota,Corolla,12500,2017,good,4 ,gas,33591.0,automatic,54059
Toyota,4Runner,22234,2014,,6 ,gas,166062.0,automatic,267250
Honda,Cr-V,19730,2016,,4 ,gas,38386.0,automatic,61776
Honda,Cr-V,18530,2014,,4 ,gas,36103.0,automatic,58102
Honda,Accord Sedan,16990,2015,,6 ,gas,82023.0,automatic,132002
Toyota,4Runner Limited,41990,2019,good,6 ,gas,32326.0,other,52023
Toyota,Camry Le Sedan 4D,18590,2017,good,,gas,30223.0,other,48639
Toyota,Camry Le Sedan 4D,17590,2017,good,,other,41606.0,other,66958
Toyota,4Runner Sr5 Sport Utility,37590,2019,good,6 ,gas,11863.0,other,19091
Toyota,Avalon,14988,2013,,6 ,gas,76634.0,automatic,123330
Toyota,4Runner,15998,2010,,6 ,gas,167847.0,automatic,270122
Toyota,Rav4,8201,2007,,4 ,gas,169579.0,automatic,272910
Toyota,Tundra,22861,2011,,8 ,gas,198020.0,automatic,318681
Toyota,Tundra,8977,2006,,8 ,gas,229973.0,automatic,370104
Toyota,Corolla S Sedan 4D,8499,2011,like new,4 ,gas,97318.0,automatic,156617
Toyota,Tacoma Access Cab Sr5,25990,2016,good,,other,79393.0,other,127770
Toyota,Tundra Sr5 Tss Edition,8500,2007,good,8 ,gas,247000.0,automatic,397506
Honda,Accord Ex,7200,2010,good,6 ,gas,178000.0,automatic,286462
Toyota,Tacoma Access Cab Sr5,26990,2020,good,,gas,8625.0,other,13880
Toyota,Corolla,12500,2017,good,4 ,gas,33591.0,automatic,54059
Toyota,Prius Prius V,9995,2011,,,,104087.0,other,167511
Toyota,Sienna,16998,2013,,,gas,76688.0,automatic,123417
Toyota,Camry,18897,2016,,4 ,gas,41378.0,other,66591
Honda,Civic,17897,2016,,4 ,gas,63269.0,other,101821
Honda,Cr-V,14993,2013,,4 ,gas,118829.0,automatic,191236
Honda,Accord Ex-L Coupe 2D,7999,2010,like new,6 ,gas,147909.0,automatic,238035
Honda,Accord Ex-L Sedan 4D,10358,2012,like new,6 ,gas,112988.0,automatic,181836
Honda,Civic Lx,10450,2013,good,4 ,gas,159510.0,automatic,256705
Honda,Cr-V Ex-L,12450,2012,excellent,4 ,gas,119549.0,automatic,192394
Toyota,Corolla,12500,2017,good,4 ,gas,33591.0,automatic,54059
Toyota,Venza,0,2009,good,6 ,gas,171990.0,automatic,276790
Toyota,Prius,5804,2005,,4 ,hybrid,146675.0,automatic,236049
Honda,Civic,5800,2009,,,gas,158000.0,automatic,254275
Honda,Accord,5800,2010,,,gas,186000.0,automatic,299337
Toyota,Corolla,7000,1979,good,4 ,gas,28342.0,manual,45611
Toyota,Yaris,6750,2007,good,4 ,gas,167808.0,automatic,270060
Toyota,Corolla,11667,2016,,4 ,gas,90731.0,automatic,146017
Toyota,Tacoma Prerunner,19000,2010,,,gas,134000.0,automatic,215651
Toyota,Camry,5000,2003,good,4 ,gas,183600.0,automatic,295474
Toyota,Yaris S,5599,2009,excellent,4 ,gas,73500.0,automatic,118286
Toyota,Camry,5599,2010,excellent,6 ,gas,210500.0,automatic,338766
Honda,Accord,24989,2017,,4 ,gas,30459.0,automatic,49018
Honda,Accord,29989,2018,,4 ,gas,17942.0,automatic,28874
Honda,Pilot,25985,2018,,6 ,gas,71685.0,automatic,115365
Toyota,Tacoma Double Cab,30990,2013,good,6 ,gas,26474.0,other,42605
Toyota,Tundra Crewmax Pickup 4D,25990,2013,good,8 ,gas,98879.0,other,159129
Honda,Civic,20917,2019,,4 ,gas,9414.0,automatic,15150
Honda,Odyssey Ex-L,9499,2012,excellent,6 ,gas,132000.0,automatic,212432
Toyota,4Runner Sr5,9299,2007,excellent,6 ,gas,157000.0,automatic,252666
Honda,Civic Lx,8599,2014,excellent,4 ,gas,106500.0,automatic,171394
Toyota,Corolla,16788,2018,,4 ,gas,68374.0,automatic,110037
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Honda,Odyssey,6995,2012,,6 ,gas,236025.0,automatic,379844
Toyota,Tacoma,32595,2017,,6 ,gas,69355.0,automatic,111615
Toyota,Highlander,34995,2018,,6 ,gas,22025.0,automatic,35445
Honda,Civic,23606,2018,,4 ,gas,30305.0,manual,48771
Honda,Cr-V,14900,2015,,4 ,gas,110027.0,automatic,177070
Toyota,Echo,3800,2000,good,4 ,gas,140000.0,automatic,225307
Honda,Odyssey,9995,2010,excellent,6 ,gas,160964.0,automatic,259045
Honda,Hr-V,24989,2019,,4 ,gas,3435.0,automatic,5528
Toyota,Rav4,22249,2018,,4 ,gas,39919.0,automatic,64243
Toyota,Highlander,34500,2019,excellent,6 ,gas,37800.0,automatic,60833
Honda,Cr-V,5950,2004,excellent,6 ,gas,209166.0,automatic,336619
Honda,Cr-V,21551,2015,,4 ,gas,58147.0,automatic,93578
Toyota,Prius,15999,2018,,4 ,hybrid,104494.0,automatic,168166
Toyota,Camry,20978,2018,,4 ,gas,55935.0,automatic,90018
Honda,Cr-V,12991,2010,,4 ,gas,79135.0,automatic,127355
Toyota,Camry,18995,2019,,4 ,gas,71223.0,automatic,114622
Toyota,Avalon,15599,2015,,6 ,gas,80551.0,automatic,129633
Toyota,Sienna Le,14950,2016,excellent,6 ,gas,118000.0,automatic,189902
Honda,Pilot,4000,2005,fair,6 ,gas,215290.0,automatic,346474
Toyota,Tundra,9600,2005,good,8 ,gas,217000.0,automatic,349226
Toyota,Camry,22788,2019,,4 ,gas,53496.0,automatic,86093
Honda,Accord,25900,2020,like new,4 ,gas,18800.0,automatic,30255
Honda,Civic,8490,2011,good,4 ,gas,155142.0,manual,249676
Toyota,Camry Se,15299,2017,excellent,4 ,gas,60000.0,automatic,96560
Honda,Accord,22788,2019,,4 ,gas,36657.0,automatic,58993
Toyota,Sequoia,7788,2006,,8 ,gas,227990.0,automatic,366913
Toyota,4Runner,6499,2000,good,6 ,gas,236552.0,automatic,380692
Toyota,4Runner Sr5,15950,2011,,6 ,gas,195416.0,automatic,314490
Honda,Odyssey,11950,2014,excellent,6 ,gas,141834.0,automatic,228259
Honda,Cr-V,9860,2011,,4 ,gas,127858.0,automatic,205766
Honda,Odyssey,6995,2012,,6 ,gas,236025.0,automatic,379844
Honda,Pilot,32992,2018,,6 ,gas,37139.0,automatic,59769
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Honda,Cr-V,13998,2012,,4 ,gas,96602.0,automatic,155465
Honda,Civic,9997,2009,,4 ,gas,72253.0,automatic,116279
Toyota,Highlander,34995,2018,,6 ,gas,22025.0,automatic,35445
Honda,Accord,4299,2005,good,4 ,gas,206500.0,automatic,332328
Honda,Cr-V,14691,2013,,4 ,gas,77228.0,automatic,124286
Toyota,Tacoma,32595,2017,,6 ,gas,69355.0,automatic,111615
Toyota,Tundra,32995,2017,,8 ,gas,158529.0,automatic,255127
Toyota,Camry Xle,5950,2006,like new,4 ,gas,119817.0,automatic,192826
Honda,Odyssey,7950,2010,excellent,6 ,gas,138896.0,automatic,223530
Honda,Crv,3500,2005,good,4 ,gas,300000.0,automatic,482802
Toyota,Land Cruiser Prado,0,1992,excellent,4 ,diesel,160000.0,automatic,257494
Toyota,Tacoma,14888,2005,excellent,6 ,gas,147040.0,automatic,236637
Honda,Civic Lx,19565,2018,like new,4 ,gas,15545.0,automatic,25017
Honda,Accord,12777,2013,like new,4 ,gas,92414.0,automatic,148725
Honda,Accord,13677,2014,like new,4 ,gas,105393.0,automatic,169613
Toyota,Highlander,20500,2015,,6 ,gas,130651.0,automatic,210261
Toyota,Rav4,27989,2019,,4 ,gas,28169.0,automatic,45333
Toyota,Tacoma,19496,2010,,6 ,gas,42733.0,automatic,68771
Toyota,Prius V Five,12500,2014,excellent,4 ,hybrid,94000.0,automatic,151277
Toyota,4Runner,7500,2000,good,6 ,gas,212000.0,automatic,341180
Honda,Cr-V,13454,2012,excellent,4 ,gas,27326.0,automatic,43976
Toyota,Highlander,15988,2013,excellent,6 ,gas,138733.0,automatic,223268
Toyota,Tacoma,25677,2017,like new,6 ,gas,110112.0,automatic,177207
Toyota,Rav4,22995,2018,,4 ,gas,27528.0,automatic,44301
Honda,Civic,8999,2012,,4 ,gas,103787.0,automatic,167028
Honda,Odyssey Ex-L,14800,2014,excellent,6 ,gas,115000.0,automatic,185074
Toyota,Yaris,15795,2019,,4 ,gas,29919.0,automatic,48149
Honda,Civic,10991,2013,,4 ,gas,102534.0,automatic,165012
Toyota,Camry Hybrid Le,11000,2015,good,4 ,gas,108000.0,automatic,173808
Toyota,4Runner Sr5 Premium,7999,2007,excellent,6 ,gas,202000.0,automatic,325086
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Honda,Cr-V,28654,2019,,4 ,gas,4564.0,automatic,7345
Honda,Cr-V,22490,2018,,4 ,gas,16584.0,automatic,26689
Toyota,Sienna,5150,2008,excellent,6 ,gas,108000.0,automatic,173808
Toyota,Tacoma,26690,2016,,6 ,gas,142702.0,automatic,229656
Toyota,Highlander,20678,2014,,6 ,gas,95388.0,automatic,153511
Toyota,4Runner,25690,2016,,6 ,gas,124769.0,automatic,200795
Honda,Cr-V,19978,2015,,4 ,gas,72363.0,automatic,116456
Honda,Pilot,27995,2018,,6 ,gas,28037.0,automatic,45121
Toyota,Camry Se,10500,2014,,4 ,gas,145000.0,automatic,233354
Toyota,Corolla,10995,2016,excellent,4 ,gas,82631.0,automatic,132981
Toyota,Tacoma,22995,2010,good,6 ,gas,157471.0,automatic,253424
Honda,Pilot,4999,2008,excellent,,gas,195500.0,automatic,314625
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Honda,Civic,17664,2018,,4 ,gas,39984.0,automatic,64347
Honda,Accord,24667,2019,,4 ,gas,25400.0,automatic,40877
Toyota,Highlander,8342,2008,,6 ,gas,176397.0,automatic,283882
Toyota,Tacoma Trd Sport,33400,2017,like new,6 ,gas,69000.0,automatic,111044
Toyota,4Runner,6000,1998,excellent,,gas,240000.0,automatic,386241
Toyota,Highlander,8499,2009,excellent,6 ,gas,184000.0,automatic,296118
Toyota,Camry Xle,7999,2008,excellent,4 ,gas,108000.0,automatic,173808
Honda,Accord Ex-L,7999,2009,excellent,4 ,gas,154000.0,automatic,247838
Honda,Element,5199,2005,excellent,4 ,gas,230500.0,automatic,370952
Toyota,Prius,10788,2014,,4 ,hybrid,135339.0,automatic,217806
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Toyota,4Runner,6988,2005,good,8 ,gas,236000.0,automatic,379804
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Honda,Accord,16499,2016,,4 ,gas,83123.0,automatic,133773
Honda,Ridgeline,7895,2006,excellent,6 ,gas,220000.0,automatic,354054
Toyota,Tacoma 4Wd,40900,2021,good,6 ,gas,1582.0,automatic,2545
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Toyota,Rav4,0,2012,excellent,4 ,gas,33000.0,automatic,53108
Honda,Cr-V,12478,2014,,4 ,gas,124592.0,automatic,200510
Toyota,Sienna Xle,7999,2008,excellent,6 ,gas,169000.0,automatic,271978
Toyota,4Runner,33250,2019,,6 ,gas,41457.0,automatic,66718
Toyota,Camry Se Special Edition,18900,2016,like new,4 ,gas,59900.0,automatic,96399
Toyota,Prius V Hatchback,7950,2012,good,4 ,hybrid,156553.0,automatic,251947
Honda,Odyssey Ex-L,8950,2011,good,6 ,gas,164406.0,automatic,264585
Toyota,Tacoma Double Cab,30990,2015,good,6 ,gas,34375.0,other,55321
Honda,Accord,9300,2009,,6 ,gas,161177.0,automatic,259388
Toyota,Camry,17500,2015,,4 ,gas,13690.0,automatic,22031
Toyota,Corolla,11685,2016,,4 ,gas,106668.0,automatic,171665
Toyota,Celica Gt,4400,2001,,,gas,103500.0,manual,166566
Toyota,Corolla,10750,2016,,4 ,gas,141781.0,automatic,228173
Honda,Accord,9300,2009,,6 ,gas,161177.0,automatic,259388
Toyota,Camry,17500,2015,,4 ,gas,13690.0,automatic,22031
Toyota,Corolla,11685,2016,,4 ,gas,106668.0,automatic,171665
Honda,Accord,9300,2009,,6 ,gas,161177.0,automatic,259388
Toyota,Camry,17500,2015,,4 ,gas,13690.0,automatic,22031
Toyota,Corolla,11685,2016,,4 ,gas,106668.0,automatic,171665
Honda,Accord,9300,2009,,6 ,gas,161177.0,automatic,259388
Toyota,Camry,17500,2015,,4 ,gas,13690.0,automatic,22031
Toyota,Corolla,11685,2016,,4 ,gas,106668.0,automatic,171665
Toyota,Camry Se,17998,2017,excellent,,gas,43184.0,automatic,69497
Toyota,Tundra Crewmax Sr5 Pickup,38990,2019,good,8 ,gas,15520.0,other,24976
Honda,Odyssey Ex-L,8950,2011,good,6 ,gas,164406.0,automatic,264585
Toyota,Prius V Hatchback,7950,2012,good,4 ,hybrid,156553.0,automatic,251947
Toyota,Tacoma Double Cab Pickup,27990,2012,good,6 ,gas,67245.0,other,108220
Toyota,Tundra Double Cab Sr,37990,2016,good,8 ,gas,22870.0,other,36805
Toyota,4Runner Limited Sport,39590,2018,good,6 ,gas,34199.0,other,55037
Toyota,Tacoma Access Cab Pickup,27990,2014,good,,other,17805.0,other,28654
Toyota,Camry,4999,2002,good,4 ,gas,152212.0,manual,244960
Toyota,Camry,4500,2010,,4 ,gas,278000.0,automatic,447396
Honda,Odyssey Ex-L,8950,2011,good,6 ,gas,164406.0,automatic,264585
Toyota,Camry Solara Convertible,3800,2003,,,gas,150042.0,automatic,241468
Toyota,Scion,3850,2010,good,4 ,gas,168000.0,automatic,270369
Toyota,Land Cruiser Prado,0,1992,excellent,4 ,diesel,160000.0,automatic,257494
Toyota,Prius V Hatchback,7950,2012,good,4 ,hybrid,156553.0,automatic,251947
Toyota,Highlander Xle,34998,2019,excellent,,gas,20252.0,automatic,32592
Toyota,Tacoma Double Cab,25990,2013,good,,other,64919.0,other,104476
Honda,Odyssey,2600,2002,good,6 ,gas,202000.0,automatic,325086
Toyota,Tacoma Access Cab Pickup,27590,2013,good,,other,43937.0,other,70709
Toyota,Tacoma Access Cab Sr,25990,2017,good,,gas,22820.0,other,36725
Toyota,4Runner Sr5 Sport Utility,36590,2019,good,,other,35204.0,other,56655
Toyota,Tundra Crewmax Sr5 Pickup,40990,2018,good,8 ,gas,25331.0,other,40766
Honda,Accord Touring 2.0T,32498,2020,excellent,,gas,36170.0,automatic,58209
Toyota,Camry Xle,20998,2018,excellent,,gas,55610.0,automatic,89495
Toyota,Camry Le Sedan 4D,18590,2017,good,,gas,30223.0,other,48639
Toyota,Prius V Hatchback,7950,2012,good,4 ,hybrid,156553.0,automatic,251947
Toyota,Highlander V-6,7950,2008,good,6 ,gas,201920.0,automatic,324957
Toyota,4Runner Sr5 Sport Utility,35990,2020,good,6 ,gas,33556.0,other,54003
Toyota,4Runner Sr5 Sport Utility,39590,2020,good,6 ,gas,3110.0,other,5005
Toyota,Tundra Crewmax 1794,37590,2015,good,8 ,diesel,62718.0,automatic,100934
Toyota,Tacoma Access Cab Sr5,26990,2020,good,,gas,8625.0,other,13880
Toyota,Tacoma 4Wd,40900,2021,good,6 ,gas,1582.0,automatic,2545
Toyota,Tundra Crewmax Pickup 4D,25990,2013,good,8 ,gas,98879.0,other,159129
Honda,Accord,3500,2005,good,6 ,gas,140600.0,automatic,226273
Toyota,Tacoma Access Cab Trd,34590,2017,good,6 ,gas,20097.0,other,32342
Honda,Accord,10500,2012,excellent,4 ,gas,95000.0,automatic,152887
Toyota,4Runner Sr5 Sport Utility,36990,2018,good,6 ,gas,21415.0,other,34464
Toyota,Tundra Double Cab Sr,37990,2016,good,8 ,gas,22870.0,other,36805
Toyota,Tacoma Double Cab Pickup,27990,2012,good,6 ,gas,67245.0,other,108220
Toyota,Avalon Limited,9650,2012,excellent,6 ,gas,157400.0,automatic,253310
Honda,Civic Ex Sedan 4D,21590,2018,good,,gas,7885.0,other,12689
Honda,Civic Lx Coupe 2D,19590,2018,good,,gas,35931.0,other,57825
Honda,Civic Sport Touring,27990,2020,good,,gas,7209.0,other,11601
Toyota,Tacoma Access Cab Pickup,27990,2014,good,,other,17805.0,other,28654
Toyota,Tacoma,9500,2004,,,gas,173084.0,automatic,278551
Toyota,Camry Le Sedan 4D,18590,2017,good,,gas,30223.0,other,48639
Toyota,Prius Prius V,9995,2011,,,,104087.0,other,167511
Toyota,Tacoma Double Cab Sr5,23000,2013,excellent,6 ,gas,94252.0,automatic,151683
Honda,Fit Ex Automatic,13900,2016,,,gas,86130.0,automatic,138612
Toyota,4 Runner Sr5,11850,2007,,,gas,149500.0,automatic,240596
Honda,Odyssey,13400,2012,excellent,6 ,gas,76888.0,automatic,123738
Toyota,Camry,11950,2012,excellent,4 ,gas,82282.0,automatic,132419
Toyota,Rav4,13950,2011,excellent,4 ,gas,48967.0,automatic,78804
Toyota,Prius,19950,2017,excellent,4 ,gas,49775.0,automatic,80104
Toyota,Rav4,11800,2006,excellent,4 ,gas,92123.0,automatic,148257
Toyota,Tacoma,43995,2020,excellent,6 ,gas,1514.0,automatic,2436
Toyota,Highlander Limited,34995,2016,excellent,6 ,gas,74182.0,automatic,119384
Toyota,Sienna,62900,2020,new,6 ,gas,18.0,automatic,28
Toyota,Sienna Xle,78900,2020,new,6 ,gas,24.0,automatic,38
Honda,Civic,9995,2013,,,gas,122295.0,automatic,196814
Toyota,Corolla,18950,2020,,,gas,16900.0,automatic,27197
Toyota,Rav4 Limited,11950,2012,excellent,4 ,gas,101627.0,automatic,163552
Toyota,Tundra,15000,2008,good,8 ,gas,230782.0,automatic,371406
Toyota,Rav4,23999,2018,like new,4 ,gas,12500.0,automatic,20116
Toyota,Camry Se,13950,2013,,4 ,gas,102323.0,automatic,164672
Honda,Accord Lx,6950,2008,good,4 ,gas,216146.0,automatic,347852
Honda,Accord Sedan Touring Automatic,23988,2017,,,gas,28134.0,automatic,45277
Toyota,Camry,19995,2016,,4 ,gas,45894.0,automatic,73859
Honda,Crv Ex-L,20499,2014,excellent,4 ,gas,65000.0,automatic,104607
Toyota,Rav4 Limited,11950,2012,excellent,4 ,gas,101627.0,automatic,163552
Honda,Accord Ex-L,24995,2017,like new,6 ,gas,45318.0,automatic,72932
Toyota,4Runner Limited,39995,2016,like new,6 ,gas,77052.0,automatic,124002
Toyota,Tacoma Trd Off Road 4X4,44995,2019,like new,6 ,gas,21969.0,automatic,35355
Toyota,Camry Se,17995,2014,like new,4 ,gas,35563.0,automatic,57232
Honda,Accord,4900,2005,excellent,,gas,186261.0,manual,299757
Honda,Accord Ex,7000,2008,excellent,6 ,gas,198800.0,automatic,319936
Toyota,Venza,15900,2010,,6 ,gas,72460.0,automatic,116612
Honda,Cr-V,5000,2005,fair,,gas,238307.0,automatic,383516
Toyota,Tundra Sr5,34999,2014,excellent,8 ,gas,47615.0,automatic,76628
Honda,Odyssey Ex,24900,2013,excellent,6 ,gas,76794.0,automatic,123587
Toyota,4 Runner Sr5,10999,2003,good,6 ,gas,291341.0,automatic,468866
Honda,Crx Si,2500,1989,,,gas,175000.0,manual,281634
Toyota,Tundra Double Cab,14995,2008,,8 ,gas,182143.0,automatic,293130
Honda,Cr-V,15900,2014,,,gas,151500.0,automatic,243815
Toyota,Corolla,12400,2015,excellent,4 ,gas,48767.0,automatic,78482
Toyota,Camry Xle Automatic,27988,2019,,,gas,14821.0,automatic,23852
Honda,Pilot,9999,2005,,6 ,gas,152728.0,automatic,245791
Toyota,Sienna,4495,2002,,,gas,144000.0,automatic,231744
Honda,Cr-V,15999,2012,,4 ,gas,100870.0,automatic,162334
Honda,Accord,11999,2010,,4 ,gas,81914.0,automatic,131827
Toyota,Tundra Crewmax,19999,2007,,8 ,gas,161334.0,automatic,259641
Toyota,Corolla,9500,2015,good,4 ,gas,55000.0,automatic,88513
Toyota,Rav 4 Le,24999,2017,excellent,4 ,gas,47242.0,automatic,76028
Toyota,Rav 4 Le,25999,2017,excellent,4 ,gas,46699.0,automatic,75154
Toyota,Tundra Double Cab,23999,2008,,8 ,gas,125895.0,automatic,202607
Honda,Civic,9995,2013,,,gas,122295.0,automatic,196814
Toyota,Sienna,6000,2008,good,,gas,150000.0,automatic,241401
Honda,Civic Si Sedan,13000,2011,excellent,4 ,gas,80000.0,manual,128747
Toyota,Camry,19995,2016,,4 ,gas,45894.0,automatic,73859
Toyota,Tacoma Limited,37900,2016,like new,6 ,gas,11165.0,automatic,17968
Toyota,Rav4 Hybrid Xle,19900,2016,excellent,4 ,hybrid,68469.0,automatic,110189
Toyota,Corolla Le,16900,2018,excellent,4 ,gas,15285.0,automatic,24598
Honda,Cr-V,9850,2008,excellent,,gas,142000.0,automatic,228526
Honda,Odyssey,5700,2006,excellent,6 ,gas,188279.0,automatic,303004
Toyota,4Runner,22500,2012,,,gas,100710.0,automatic,162076
Toyota,4 Runner Sr5,10999,2003,good,6 ,gas,291341.0,automatic,468866
Toyota,Tacoma,41914,2019,,6 ,gas,26419.0,automatic,42517
Toyota,Rav4,12999,2012,,4 ,gas,141429.0,automatic,227607
Honda,Accord Ex-L,24995,2017,like new,6 ,gas,45318.0,automatic,72932
Honda,Odyssey,22995,2016,,,gas,51153.0,automatic,82322
Toyota,Tundra Double Cab,14995,2008,,8 ,gas,182143.0,automatic,293130
Toyota,Highlander,31995,2019,,,gas,27483.0,automatic,44229
Toyota,Tacoma Trd,15500,2003,good,6 ,gas,108000.0,automatic,173808
Honda,Civic,9995,2013,,,gas,122295.0,automatic,196814
Toyota,Rav4 Automatic,13900,2011,,,gas,137150.0,automatic,220720
Honda,Civic Hybrid Pzev Sedan,2850,2004,,4 ,gas,175720.0,automatic,282793
Honda,Cr-V,9995,2007,,,gas,154722.0,automatic,249000
Honda,Cr-V,25995,2016,,,gas,32944.0,automatic,53018
Honda,Cr-V,14995,2014,,,gas,133774.0,automatic,215287
Honda,Cr-V,4200,1998,fair,4 ,gas,150000.0,manual,241401
Toyota,Prius,10500,2014,excellent,4 ,gas,89706.0,automatic,144367
Honda,Hr-V Lx Awd,21995,2019,excellent,4 ,gas,13155.0,automatic,21170
Honda,Accord Lx,22995,2019,excellent,4 ,gas,14789.0,automatic,23800
Honda,Odyssey Ex-L,34995,2018,excellent,6 ,gas,18044.0,automatic,29038
Honda,Odyssey,16995,2013,,,gas,108260.0,automatic,174227
Honda,Fit Ex Automatic,13900,2016,,,gas,86130.0,automatic,138612
Toyota,Fj Cruiser 4Wd,15000,2007,,,gas,180000.0,manual,289681
Honda,Civic Lx,17199,2017,like new,,gas,26800.0,automatic,43130
Toyota,Highlander Limited Awd,21900,2015,excellent,6 ,gas,190000.0,automatic,305774
Toyota,Camry Le,1800,1999,good,6 ,gas,260000.0,automatic,418428
Honda,Fit,18194,2019,,4 ,gas,33662.0,automatic,54173
Toyota,Highlander Limited,34995,2016,excellent,6 ,gas,74182.0,automatic,119384
Toyota,Corolla Le,16499,2018,excellent,4 ,gas,31108.0,automatic,50063
Toyota,Camry,19995,2016,,4 ,gas,45894.0,automatic,73859
Toyota,Tacoma Trd Sport 4X4,34995,2017,excellent,6 ,gas,72239.0,automatic,116257
Honda,Civic,9995,2013,,,gas,122295.0,automatic,196814
Honda,Cr-V,31194,2019,,4 ,gas,7846.0,automatic,12626
Toyota,Corolla,19194,2018,,4 ,gas,14512.0,automatic,23354
Honda,Cr-V,31194,2018,,4 ,gas,13131.0,automatic,21132
Toyota,Tundra Double Cab,14995,2008,,8 ,gas,182143.0,automatic,293130
Toyota,Tacoma Trd Off Road 4X4,44995,2019,like new,6 ,gas,21969.0,automatic,35355
Honda,Accord Ex-L,24995,2017,like new,6 ,gas,45318.0,automatic,72932
Toyota,4Runner Limited,39995,2016,like new,6 ,gas,77052.0,automatic,124002
Honda,Pilot,7900,2004,excellent,4 ,gas,135000.0,automatic,217260
Toyota,Camry Se 4Dr Sedan,17995,2014,excellent,4 ,gas,35563.0,automatic,57232
Toyota,Highlander Hybrid Limited,20995,2013,,,hybrid,126000.0,automatic,202776
Honda,Cr-V,9995,2007,,,gas,154722.0,automatic,249000
Honda,Cr-V,25995,2016,,,gas,32944.0,automatic,53018
Toyota,Highlander,14999,2009,,6 ,gas,99113.0,automatic,159506
Honda,Cr-V,14995,2014,,,gas,133774.0,automatic,215287
Honda,Hr-V,24995,2019,,,gas,21739.0,automatic,34985
Honda,Civic,9000,2013,good,4 ,gas,103000.0,automatic,165762
Toyota,Tacoma,31000,2017,excellent,6 ,gas,80000.0,automatic,128747
Toyota,Camry,20902,2018,,4 ,gas,54446.0,other,87622
Toyota,Tundra Sr5,18900,2007,,8 ,gas,114000.0,automatic,183464
Toyota,Fj Cruiser,26900,2008,,6 ,gas,153018.0,automatic,246257
Toyota,Tacoma Trd Off-Road,37900,2017,,6 ,gas,42912.0,automatic,69059
Honda,Civic Hybrid Sedan,2850,2004,,4 ,gas,175690.0,automatic,282744
