manufacturer,model,price,year,condition,cylinders,fuel,odometer,transmission,odometer_km
Honda,Civic Lx,2495,2007,,4 ,gas,203927.0,manual,328187
Toyota,Tacoma,15500,2016,good,4 ,gas,127647.0,automatic,205427
Toyota,Corolla Ce,2995,2004,excellent,4 ,gas,205550.0,manual,330799
Toyota,Camry,10999,2013,,,gas,137226.0,automatic,220843
Toyota,Rav4,14500,2013,,,gas,117291.0,automatic,188761
Honda,Accord,14200,2014,,,gas,82398.0,automatic,132606
Honda,Cr-V,13999,2014,,,gas,105978.0,automatic,170554
Toyota,4Runner,0,2015,,6 ,gas,116094.0,automatic,186834
Toyota,Rav4,12900,2010,excellent,4 ,gas,84000.0,automatic,135184
Toyota,Mr2,1900,1991,good,4 ,gas,39373.0,automatic,63364
Honda,Cr-V,0,2012,,,gas,51966.0,automatic,83630
Honda,Civic Si,16845,2017,,,gas,106951.0,manual,172120
Toyota,Sienna,9000,2011,like new,6 ,gas,177000.0,automatic,284853
Toyota,Sienna,17744,2013,,,gas,100361.0,automatic,161514
Honda,Civic,5000,2006,good,4 ,gas,177000.0,automatic,284853
Toyota,Sienna Xle-Nav,48988,2018,,,gas,4500.0,automatic,7242
Honda,Accord,3300,2001,good,4 ,gas,109646.0,automatic,176457
Toyota,4Runner,5800,1995,good,6 ,gas,209000.0,automatic,336352
Honda,Accord Ex,0,2008,good,6 ,gas,124000.0,automatic,199558
Toyota,Camry,0,2009,good,4 ,gas,139000.0,automatic,223698
Honda,Pilot,0,2018,,6 ,gas,22720.0,automatic,36564
Toyota,Corolla Le,5950,2007,excellent,4 ,gas,95500.0,automatic,153691
Toyota,Highlander Hybrid,7950,2008,excellent,6 ,hybrid,215700.0,automatic,347134
Honda,Odyssey,3750,2005,,,gas,178000.0,automatic,286462
Toyota,Camry Xse Sedan 4D,15900,2015,excellent,4 ,gas,83000.0,automatic,133575
Toyota,Prius,4995,2010,excellent,4 ,hybrid,195771.0,automatic,315062
Honda,Accord,5495,2006,,,gas,177663.0,automatic,285920
Toyota,Tacoma Sr5,0,2014,excellent,6 ,gas,151142.0,automatic,243238
Honda,Cr-V,0,2016,,4 ,gas,75119.0,automatic,120892
Toyota,Tundra Double Cab Sr,32990,2016,good,8 ,gas,49164.0,other,79121
Honda,Civic,2600,2003,good,4 ,gas,167000.0,automatic,268759
Toyota,4Runner Sr5 Sport Utility,35990,2018,good,6 ,gas,29245.0,other,47065
Toyota,4Runner,19800,2011,excellent,6 ,gas,124285.0,automatic,200016
Toyota,Avalon,4500,2004,,,gas,180000.0,automatic,289681
Honda,Civic,9799,2006,,,gas,131520.0,automatic,211660
Honda,Odyssey,0,2013,excellent,6 ,gas,109168.0,automatic,175688
Toyota,Tacoma Access Cab Pickup,27990,2014,good,,other,17805.0,other,28654
Toyota,Tundra Crewmax Sr5 Pickup,33590,2014,good,,other,55251.0,other,88917
Toyota,4Runner,6900,2003,excellent,6 ,gas,161000.0,automatic,259103
Honda,Pilot Lx Sport Utility 4D,26590,2017,good,6 ,gas,13836.0,other,22266
Honda,Civic,11000,2012,excellent,4 ,gas,145000.0,automatic,233354
Honda,Ridgeline,20900,2013,excellent,6 ,gas,97000.0,automatic,156105
Honda,Accord,8990,2012,excellent,4 ,gas,185000.0,automatic,297727
Honda,Civic,5490,2001,excellent,4 ,gas,137000.0,automatic,220479
Toyota,4 Runner,10990,2008,excellent,6 ,gas,207000.0,automatic,333133
Toyota,Camry Solara,5490,2006,excellent,6 ,gas,193000.0,automatic,310602
Toyota,4Runner Sr5,13500,2004,excellent,6 ,gas,165000.0,automatic,265541
Honda,Odyssey Ex-L,33900,2014,,,gas,42729.0,automatic,68765
Toyota,Tacoma Double Cab Trd,38590,2019,good,,other,12992.0,other,20908
Toyota,Corolla Le Eco Sedan 4D,16990,2017,good,,gas,36736.0,other,59120
Toyota,Camry Se Sedan 4D,17590,2015,good,,gas,42590.0,other,68541
Toyota,Prius,5998,2008,,4 ,hybrid,129979.0,automatic,209180
Toyota,4Runner,13500,2008,good,6 ,gas,131000.0,automatic,210823
Honda,Civic,4750,2007,good,4 ,gas,189000.0,automatic,304165
Honda,Civic Si Sedan 4D,17990,2012,good,,gas,72299.0,other,116353
Honda,Cr-V Ex-L,14700,2015,excellent,4 ,gas,70672.0,automatic,113735
Toyota,Camry,10500,2013,excellent,4 ,gas,129442.0,automatic,208316
Toyota,Camry,10900,2013,excellent,4 ,gas,129442.0,automatic,208316
Honda,Civic,9799,2006,,,gas,131520.0,automatic,211660
Toyota,Rav4,6995,2004,,,gas,155249.0,automatic,249848
Honda,Civic,9799,2006,,,gas,131520.0,automatic,211660
Honda,Civic,1300,2005,good,,gas,236000.0,automatic,379804
Toyota,4Runner Sr5 Sport Utility,31590,2018,good,6 ,gas,62496.0,other,100577
Toyota,Tundra Double Cab Pickup,31990,2013,good,8 ,gas,55068.0,other,88623
Toyota,Tacoma Access Cab Pickup,22990,2012,good,,gas,37725.0,other,60712
Toyota,Landcruiser,9995,2005,good,8 ,gas,270000.0,automatic,434521
Honda,Civic Coupe,5995,2014,good,4 ,gas,157000.0,automatic,252666
Toyota,Camry Solara,5995,2008,good,6 ,gas,140000.0,automatic,225307
Toyota,Fj Cruiser,0,2011,,6 ,gas,94328.0,automatic,151805
Toyota,Rav4,6995,2004,,,gas,155249.0,automatic,249848
Toyota,Tacoma Double Cab Pickup,29990,2012,good,6 ,gas,43182.0,other,69494
Honda,Odyssey Ex-L Nav,32900,2014,,,gas,69954.0,automatic,112579
Toyota,Tacoma Sr5 Double Cab,24995,2015,,6 ,gas,99100.0,automatic,159485
Honda,Fit,0,2016,,4 ,gas,45554.0,automatic,73311
Toyota,Tacoma,24000,2014,excellent,5 ,gas,120000.0,manual,193120
Toyota,Rav4,0,2018,,4 ,gas,50800.0,automatic,81754
Toyota,4Runner,30491,2016,excellent,6 ,gas,87239.0,automatic,140397
Toyota,Rav4,6995,2004,,,gas,155249.0,automatic,249848
Toyota,Tundra,37583,2015,,8 ,gas,84462.0,automatic,135928
Toyota,Fj Cruiser,0,2013,,6 ,gas,122713.0,automatic,197486
Honda,Civic Si Coupe 2D,16590,2013,good,,other,81552.0,other,131244
Toyota,Tacoma Access Cab Pickup,27590,2013,good,,other,43937.0,other,70709
Toyota,4Runner Sr5 Sport Utility,36590,2019,good,,other,35204.0,other,56655
Toyota,Tacoma Access Cab Sr,25990,2017,good,,gas,22820.0,other,36725
Toyota,4Runner Limited Sport,42990,2020,good,6 ,gas,8037.0,other,12934
Honda,Fit,0,2016,,4 ,gas,45554.0,automatic,73311
Toyota,Prius V,8750,2012,excellent,4 ,hybrid,158000.0,automatic,254275
Toyota,Rav4,6995,2004,,,gas,155249.0,automatic,249848
Honda,Fit,0,2016,,4 ,gas,45554.0,automatic,73311
Toyota,Master Ace Surf,9000,1990,good,4 ,diesel,77115.0,automatic,124104
Toyota,Rav4,6995,2004,,,gas,155249.0,automatic,249848
Honda,Odyssey,0,2013,excellent,6 ,gas,109168.0,automatic,175688
Toyota,Camry Le,19595,2017,excellent,4 ,gas,7865.0,automatic,12657
Toyota,Corolla Le Sedan 4D,20990,2020,good,,gas,4905.0,other,7893
Toyota,Camry Le Sedan 4D,20590,2018,good,,gas,33835.0,other,54452
Toyota,Rav4,6995,2004,,,gas,155249.0,automatic,249848
Toyota,Tacoma,25989,2013,,6 ,gas,84103.0,automatic,135350
Honda,Cr-V,13995,2012,excellent,4 ,gas,96608.0,automatic,155475
Toyota,4Runner Sr5 Sport Utility,35990,2020,good,6 ,gas,33556.0,other,54003
Toyota,4Runner Sr5 Sport Utility,39590,2020,good,6 ,gas,3110.0,other,5005
Toyota,Camry,10500,2013,excellent,4 ,gas,129442.0,automatic,208316
Toyota,Camry,9500,2010,excellent,4 ,gas,136020.0,automatic,218902
Toyota,Tacoma Access Cab Sr5,26990,2020,good,,gas,8625.0,other,13880
Honda,Fit,0,2016,,4 ,gas,45554.0,automatic,73311
Toyota,Rav4,0,2018,,4 ,gas,50800.0,automatic,81754
Toyota,Rav4,6995,2004,,,gas,155249.0,automatic,249848
Honda,Fit,0,2016,,4 ,gas,45554.0,automatic,73311
Honda,Civic,11873,2014,excellent,4 ,gas,95330.0,automatic,153418
Toyota,Tundra,15900,2007,excellent,8 ,gas,190000.0,automatic,305774
Toyota,4Runner Sr5 Sport Utility,37990,2019,good,6 ,gas,30399.0,other,48922
Toyota,Prius,13499,2016,,,other,132750.0,automatic,213639
Honda,Accord Lx,3200,2004,good,4 ,gas,307000.0,automatic,494067
Toyota,Tacoma Double Cab,30990,2015,good,6 ,gas,34375.0,other,55321
Honda,Accord,4000,2006,good,4 ,gas,141000.0,automatic,226916
Toyota,Tacoma,39891,2020,,6 ,gas,9002.0,other,14487
Toyota,T100 4X4,5800,1993,good,6 ,gas,210000.0,manual,337961
Toyota,Camry Solara,0,2004,,,gas,163449.0,automatic,263045
Honda,Accord Sdn,4995,2004,excellent,6 ,gas,194533.0,automatic,313069
Toyota,Scion Xb,4495,2011,good,4 ,gas,133000.0,automatic,214042
Honda,Cr-V,15783,2016,,4 ,gas,75119.0,automatic,120892
Honda,Civic,7000,2010,good,4 ,gas,86000.0,automatic,138403
Toyota,Sienna Le,2800,2002,good,6 ,gas,334000.0,automatic,537519
Honda,Crv Ex,7500,2007,,,gas,219436.0,automatic,353147
Toyota,Corolla,0,2019,,4 ,gas,42809.0,automatic,68894
Toyota,Avalon Xls,8595,2002,,,gas,90496.0,automatic,145638
Toyota,Tacoma,19300,2013,good,6 ,gas,158500.0,automatic,255080
Honda,Civic,2850,2008,good,,gas,200000.0,automatic,321868
Toyota,Tacoma Access Cab Pickup,27990,2014,good,,other,17805.0,other,28654
Toyota,Tacoma,7200,2001,excellent,4 ,gas,102800.0,automatic,165440
Honda,Accord,3400,2002,good,6 ,gas,173313.0,automatic,278919
Toyota,Yaris,0,2011,,,gas,161880.0,manual,260519
Toyota,Tundra Crewmax Sr5 Pickup,33590,2014,good,,other,55251.0,other,88917
Honda,Pilot Lx Sport Utility 4D,26590,2017,good,6 ,gas,13836.0,other,22266
Toyota,Avalon,0,2007,,,gas,183541.0,automatic,295379
Toyota,Sienna,0,2015,like new,6 ,gas,27992.0,automatic,45048
Honda,Accord,0,2007,,,gas,141668.0,automatic,227991
Toyota,4Runner,9990,2008,,,gas,190888.0,automatic,307203
Honda,Cr-V,0,2010,,4 ,gas,201692.0,automatic,324591
Toyota,Corolla,7600,2010,good,4 ,gas,102300.0,automatic,164635
Toyota,Camry Solara,0,2004,,,gas,163449.0,,263045
Honda,Cr-V,0,2006,,,gas,1.0,automatic,1
Honda,Crv,6150,2010,like new,4 ,gas,201250.0,automatic,323879
Honda,Accord Lx-S,10000,2012,excellent,4 ,gas,96000.0,automatic,154496
Toyota,Tundra Double Cab Sr,30990,2017,good,8 ,gas,41124.0,other,66182
Toyota,4Runner Sr5,13500,2004,excellent,6 ,gas,165000.0,automatic,265541
Toyota,Pickup,16000,1994,excellent,6 ,gas,132226.0,manual,212796
Honda,Crv,2500,2001,fair,,gas,267200.0,automatic,430015
Toyota,Tundra,0,2014,,8 ,gas,105674.0,automatic,170065
Honda,Odyssey,3995,2006,excellent,6 ,gas,253709.0,automatic,408304
Toyota,Prius,5998,2008,,4 ,hybrid,129979.0,automatic,209180
Honda,Ridgeline Sport Pickup 4D,30590,2019,good,,other,23645.0,other,38052
Toyota,4Runner,4200,2004,good,6 ,gas,340000.0,automatic,547175
Honda,Cr-V,4995,2005,excellent,4 ,gas,199100.0,automatic,320419
Honda,Cr-V,0,2012,,,gas,164370.0,automatic,264527
Toyota,Highlander,4295,2002,excellent,6 ,gas,282365.0,automatic,454421
Toyota,Yaris,5500,2014,good,4 ,gas,151000.0,automatic,243010
Toyota,Corolla,0,2010,,,gas,147886.0,automatic,237998
Toyota,Tacoma,6500,1995,good,6 ,gas,297000.0,automatic,477973
Honda,Element,3995,2006,excellent,4 ,gas,295437.0,automatic,475458
Toyota,Highlander,6995,2004,like new,4 ,gas,228549.0,automatic,367813
Honda,Cr-V,0,2010,,,gas,169126.0,automatic,272181
Honda,Accord,0,2003,,,gas,133837.0,automatic,215389
Honda,Ridgeline Rtl,20900,2013,excellent,6 ,gas,97000.0,automatic,156105
Honda,Accord,2300,2004,fair,6 ,gas,290000.0,automatic,466708
Toyota,Tacoma Double Cab Pickup,27990,2012,good,6 ,gas,67245.0,other,108220
Honda,Civic,0,2011,,4 ,gas,117743.0,automatic,189488
Toyota,4Runner,45900,2020,,,gas,13700.0,automatic,22047
Honda,Civic,0,2013,,4 ,gas,192541.0,automatic,309863
Honda,Odyssey Ex-L W/ Res,13595,2013,,,gas,149954.0,automatic,241326
Honda,Odyssey Ex-L,11995,2012,,,gas,194190.0,automatic,312517
Toyota,Prius Hybrid,6995,2008,excellent,4 ,hybrid,167589.0,automatic,269707
Toyota,4Runner Sr5 Sport Utility,31590,2018,good,6 ,gas,62496.0,other,100577
Toyota,Tacoma Access Cab Pickup,22990,2012,good,,gas,37725.0,other,60712
Toyota,Fj Cruiser,0,2011,,6 ,gas,94328.0,automatic,151805
Honda,Accord,0,2003,,,gas,133837.0,automatic,215389
Honda,Civic Si Coupe 2D,26590,2020,good,,gas,9954.0,other,16019
Honda,Civic,0,2008,,,gas,135512.0,automatic,218084
Honda,Civic Lx Sedan 4D,18590,2018,good,,gas,28942.0,other,46577
Honda,Civic Sport Touring,27990,2020,good,,gas,7209.0,other,11601
Honda,Odyssey,4150,2007,good,6 ,gas,202100.0,automatic,325247
Toyota,Camry,0,2006,,,gas,166659.0,,268210
Toyota,Tundra Double Cab Pickup,31990,2013,good,8 ,gas,55068.0,other,88623
Toyota,Avalon,0,2004,,6 ,gas,102033.0,automatic,164205
Toyota,4Runner,7000,2006,,,gas,239000.0,automatic,384632
Honda,Accord,0,2003,,,gas,115044.0,automatic,185144
Honda,Civic,5200,2008,like new,4 ,gas,264429.0,automatic,425556
Honda,Odyssey,0,2010,,,gas,146660.0,automatic,236025
Toyota,Camry Xle,5300,2007,excellent,6 ,gas,181670.0,automatic,292368
Toyota,Prius Two Hatchback 4D,16590,2014,good,,other,44195.0,other,71124
Toyota,Sienna,19995,2017,excellent,6 ,gas,99499.0,automatic,160127
Honda,Cr-V,15995,2015,excellent,4 ,gas,108209.0,automatic,174145
Toyota,Tundra 4Wd Truck,33500,2015,excellent,8 ,gas,100918.0,automatic,162411
Toyota,Camry Le,11995,2012,,,gas,99604.0,automatic,160296
Toyota,Camry Le,5595,2004,,,gas,192600.0,automatic,309958
Honda,Pilot Ex-L 4Wd 5-Spd At With Navigat,14595,2012,,,gas,105667.0,automatic,170054
Honda,Pilot Ex 4Wd W/Leather And Navigatio,5995,2006,,,gas,218884.0,automatic,352258
Honda,Element Ex 4Wd At,8995,2010,,,gas,269247.0,automatic,433309
Honda,Cr-V Lx 4Wd 5-Speed At,9995,2010,,,gas,123226.0,automatic,198312
Honda,Accord Lx-P Sedan At,6995,2011,,,gas,196327.0,automatic,315956
Honda,Cr-V,8995,2009,like new,4 ,gas,177530.0,automatic,285706
Honda,Cr-V,18500,2017,like new,,gas,59000.0,automatic,94951
Toyota,Camry,10500,2014,excellent,4 ,gas,157000.0,automatic,252666
Toyota,Tundra,37583,2015,,8 ,gas,84462.0,automatic,135928
Toyota,Fj Cruiser,0,2013,,6 ,gas,122713.0,automatic,197486
Toyota,Tacoma Double Cab,25990,2013,good,,other,64919.0,other,104476
Toyota,Corolla,0,2007,,,gas,163383.0,,262938
Toyota,Tacoma Access Cab Pickup,27590,2013,good,,other,43937.0,other,70709
Honda,Accord Ex Sedan 4D,27590,2020,good,,gas,4121.0,other,6632
Honda,Cr-V,0,2008,,,gas,157606.0,automatic,253641
Toyota,Tundra Crewmax Sr5 Pickup,46590,2019,good,8 ,gas,17693.0,other,28474
Toyota,Highlander,4995,2003,good,6 ,gas,225500.0,automatic,362906
Toyota,Rav4,13623,2010,excellent,4 ,gas,82685.0,automatic,133068
Toyota,Sienna,2795,2006,excellent,6 ,gas,209583.0,automatic,337290
Toyota,Camry,9750,2014,like new,4 ,gas,121000.0,automatic,194730
Honda,Hr-V Ex-L,0,2020,like new,4 ,gas,500.0,automatic,804
Toyota,Camry,0,2004,,,gas,244000.0,automatic,392678
Toyota,Prius Two Hatchback 4D,7000,2013,excellent,4 ,gas,156840.0,automatic,252408
Honda,Cr-V,0,2006,,,gas,169034.0,automatic,272033
Toyota,Prius Four Touring,22990,2018,good,,other,26610.0,other,42824
Toyota,Camry,2995,1987,good,4 ,gas,208000.0,automatic,334742
Toyota,4Runner,6000,2004,good,8 ,gas,210000.0,automatic,337961
Honda,Cr-V,0,2012,,,gas,1.0,automatic,1
Toyota,Avalon,6979,2004,,,gas,98961.0,automatic,159261
Toyota,Highlander Limited,9900,2007,,,gas,120771.0,automatic,194361
Toyota,Tacoma,34750,2018,,,gas,37218.0,automatic,59896
Toyota,Avalon,13769,2011,,,gas,68768.0,automatic,110671
Honda,Accord,12620,2013,,,gas,108686.0,automatic,174912
Honda,Odyssey,8210,2012,,,gas,210000.0,automatic,337961
Honda,Accord Lx,7995,2009,,,gas,142568.0,automatic,229440
Honda,Element Ex 4X4,9332,2010,like new,4 ,gas,172965.0,automatic,278359
Honda,Element,3500,2004,good,4 ,gas,93000.0,automatic,149668
Toyota,Tundra,11950,2008,,,gas,187423.0,automatic,301627
Honda,Civic,0,2012,,4 ,gas,157732.0,automatic,253844
Toyota,Camry,3700,2009,good,4 ,gas,295000.0,automatic,474755
Toyota,Camry,5900,2008,good,4 ,gas,169000.0,automatic,271978
Toyota,Scion Xa,0,2006,,,gas,218437.0,,351539
Toyota,Camry Le Sedan 4D,20590,2018,good,,gas,33835.0,other,54452
Toyota,Corolla Le Sedan 4D,20990,2020,good,,gas,4905.0,other,7893
Toyota,Tacoma,25989,2013,,6 ,gas,84103.0,automatic,135350
Honda,Civic,0,2007,,,gas,180612.0,automatic,290666
Honda,Crv Ex,5300,2002,,,gas,259728.0,automatic,417990
Honda,Accord Lx Sedan 4D,24590,2020,good,,gas,17902.0,other,28810
Toyota,Tacoma Access Cab Sr5,25990,2016,good,,other,79393.0,other,127770
Honda,Cr-V,0,2010,,,gas,1.0,automatic,1
Honda,Odyssey,7495,2008,like new,6 ,gas,198573.0,automatic,319571
Toyota,Avalon,6495,2006,like new,6 ,gas,207102.0,automatic,333297
Toyota,Tundra Crewmax Limited,47590,2020,good,8 ,gas,4034.0,other,6492
Toyota,Tacoma,0,2002,,,gas,228136.0,,367148
Toyota,Tacoma,0,2002,,,gas,228136.0,automatic,367148
Honda,Odyssey,13900,2014,like new,6 ,gas,102000.0,automatic,164152
Toyota,Camry,0,2004,,6 ,gas,168276.0,automatic,270813
Honda,Pilot Ex-L,12792,2013,excellent,6 ,gas,139700.0,automatic,224824
Honda,Cr-V Ex-L Navi,16949,2015,like new,4 ,gas,110600.0,automatic,177993
Toyota,Prius Ii Hatchback 4D,12990,2010,good,,hybrid,61102.0,other,98333
Honda,Crosstour Ex-L Sport,15590,2012,good,6 ,gas,93703.0,other,150799
Toyota,Prius Two Hatchback 4D,7000,2013,excellent,4 ,gas,156840.0,automatic,252408
Toyota,Avalon,0,2006,,6 ,gas,126229.0,automatic,203145
Toyota,Camry,4200,1996,like new,4 ,gas,201699.0,automatic,324602
Toyota,Highlander Sport,7100,2008,excellent,6 ,gas,245000.0,automatic,394288
Toyota,Tundra Sr5 4X4,11844,2003,good,8 ,gas,187548.0,automatic,301828
Honda,Cr-V,13000,2014,excellent,4 ,gas,126000.0,automatic,202776
Honda,Odyssey Exl,38900,2015,like new,,gas,59653.0,automatic,96001
Toyota,Sequoia,37999,2016,,8 ,gas,83029.0,automatic,133621
Honda,Pilot,5500,2008,good,6 ,gas,225800.0,automatic,363388
Toyota,Camry,13000,2014,,4 ,gas,107830.0,automatic,173535
Toyota,Camry,7000,2008,like new,4 ,gas,179000.0,manual,288071
Toyota,Camry,6500,2008,good,4 ,gas,179000.0,automatic,288071
Toyota,Corolla,14666,2015,,4 ,gas,58073.0,automatic,93459
Toyota,Prius,5995,2006,,4 ,hybrid,249558.0,automatic,401623
Toyota,4Runner,8995,2004,,8 ,gas,220514.0,automatic,354882
Toyota,Camry,14495,2012,,4 ,gas,87774.0,automatic,141258
Toyota,Fj Cruiser 4X4,15900,2008,excellent,6 ,gas,154057.0,manual,247930
Toyota,Camry Le,7950,2009,good,4 ,gas,134743.0,automatic,216847
Toyota,Corolla,14666,2015,,4 ,gas,58073.0,automatic,93459
Honda,Odyssey,14400,2016,,,gas,181000.0,automatic,291290
Toyota,Rav4 Xle Awd,19650,2015,excellent,4 ,gas,58993.0,automatic,94939
Honda,Odyssey Ex-L,6700,2008,excellent,6 ,gas,169649.0,automatic,273022
Honda,Element Ex Awd,7200,2006,good,4 ,gas,154000.0,automatic,247838
Honda,Cr-V Ex,5600,2004,,,gas,160000.0,automatic,257494
Honda,Fit Sport,10900,2012,excellent,4 ,gas,43970.0,automatic,70762
Honda,Civic,6250,2007,good,4 ,gas,74000.0,manual,119091
Honda,Pilot Ex-L,4500,2006,,,gas,199000.0,automatic,320258
Toyota,Sequoia Limited,6000,2005,excellent,8 ,gas,243000.0,automatic,391069
Honda,Accord,12000,2011,excellent,4 ,gas,60400.0,automatic,97204
Toyota,Corolla,9495,2010,,4 ,gas,143426.0,automatic,230821
Toyota,Sequoia,37999,2016,,8 ,gas,83029.0,automatic,133621
Toyota,Prius,3000,2008,good,4 ,hybrid,260000.0,automatic,418428
Toyota,4Runner 4X4,6700,1991,good,6 ,gas,156000.0,automatic,251057
Toyota,Avalon,3300,2008,,,gas,195000.0,automatic,313821
Toyota,Camry,9800,2014,excellent,4 ,gas,76000.0,automatic,122309
Toyota,Yaris Hatchback,7800,2017,good,4 ,gas,47777.0,automatic,76889
Honda,Accord Sdn,5995,2004,good,6 ,gas,143342.0,automatic,230686
Honda,Civic Cpe,6500,2006,good,4 ,gas,104601.0,automatic,168338
Toyota,Tacoma,11995,2005,excellent,6 ,gas,231297.0,automatic,372235
Honda,Accord,3995,2001,excellent,4 ,gas,151505.0,automatic,243823
Toyota,Camry,6995,2007,excellent,4 ,gas,133338.0,automatic,214586
Toyota,Tacoma,1200,2001,,,gas,134200.0,automatic,215973
Honda,Civic Vp,3400,2005,,,gas,199000.0,automatic,320258
Toyota,Corolla S,2700,2003,,,gas,177000.0,manual,284853
Toyota,Camry,7995,2011,,,gas,66727.0,automatic,107386
Honda,Accord Ex,5999,2000,excellent,4 ,gas,173000.0,automatic,278415
Honda,Accord,2900,2006,,,gas,212000.0,automatic,341180
Honda,Pilot Touring Awd,16600,2013,excellent,6 ,gas,104600.0,automatic,168336
Honda,Cr-V,9999,2010,,4 ,gas,128434.0,other,206693
Toyota,Tacoma,1850,1987,fair,4 ,gas,159000.0,manual,255885
Honda,Civic Coupe Ex-L,7900,2013,good,4 ,gas,86000.0,automatic,138403
Honda,Crv Lx Awd,3200,2004,,,gas,247000.0,automatic,397506
Toyota,Camry,6795,2005,excellent,4 ,gas,76000.0,automatic,122309
Toyota,Tundra,6900,2004,,,gas,196000.0,automatic,315430
Toyota,Corolla Le 4Dr Sedan,12850,2017,excellent,4 ,gas,94013.0,automatic,151298
Toyota,Camry Solara,3500,2003,good,6 ,gas,168000.0,automatic,270369
Honda,Pilot,8450,2009,excellent,6 ,gas,183000.0,automatic,294509
Toyota,Camry,5700,2011,excellent,,gas,135000.0,automatic,217260
Toyota,Camry,4468,2007,excellent,4 ,gas,142000.0,automatic,228526
Honda,Accord Sdn,5995,2004,good,6 ,gas,143342.0,automatic,230686
Toyota,Sienna,5995,2006,good,6 ,gas,182101.0,automatic,293062
Honda,Cr-V,7995,2007,good,4 ,gas,146632.0,automatic,235980
Honda,Cr-V,5995,2006,excellent,4 ,gas,176589.0,automatic,284191
Honda,Civic,6995,2009,excellent,4 ,gas,114001.0,automatic,183466
Honda,Odyssey,6995,2008,,6 ,gas,221439.0,,356370
Toyota,Camrey Le,9475,2012,like new,4 ,gas,127595.0,automatic,205343
Toyota,Rav4 Xle Awd,19650,2015,excellent,4 ,gas,58993.0,automatic,94939
Honda,Cr-V,2500,2000,good,4 ,gas,151500.0,automatic,243815
Honda,Civic,4200,1992,good,4 ,gas,86800.0,automatic,139690
Toyota,Tundra,46000,2018,excellent,8 ,gas,45000.0,automatic,72420
Toyota,Prius,0,2004,excellent,4 ,hybrid,239000.0,automatic,384632
Toyota,Scion Tc,6000,2008,good,,gas,138580.0,manual,223022
Honda,Pilot Ex-L,9903,2008,good,,other,121551.0,automatic,195616
Toyota,Highlander Se,13498,2013,good,6 ,other,151754.0,automatic,244223
Honda,Odyssey Ex-L,0,2012,good,6 ,other,235747.0,automatic,379397
Honda,Cr-V,15995,2015,,4 ,gas,44021.0,automatic,70844
Toyota,Sienna,25900,2012,,6 ,gas,128356.0,automatic,206568
Honda,Odyssey,27900,2013,,6 ,gas,109020.0,automatic,175450
Toyota,Sienna,34900,2012,,6 ,gas,32749.0,automatic,52704
Toyota,Sienna,43900,2017,,6 ,gas,40278.0,automatic,64820
Toyota,Sienna,32900,2011,,6 ,gas,60045.0,manual,96632
Toyota,Sienna,36900,2014,,6 ,gas,43702.0,automatic,70331
Toyota,Sienna,39900,2015,,6 ,gas,45875.0,other,73828
Toyota,Sienna,35900,2014,,6 ,gas,28229.0,automatic,45430
Toyota,Sienna,24900,2012,,6 ,gas,128356.0,automatic,206568
Toyota,Sienna,36900,2014,,6 ,gas,33440.0,automatic,53816
Toyota,Sienna,43900,2017,,6 ,gas,31249.0,automatic,50290
Toyota,Sienna,33900,2012,,6 ,gas,32749.0,automatic,52704
Toyota,Sienna,32900,2011,,6 ,gas,60045.0,manual,96632
Toyota,Sienna,36900,2014,,6 ,gas,43702.0,automatic,70331
Toyota,Sienna,31900,2011,,6 ,gas,56482.0,manual,90898
Toyota,Sienna,39900,2015,,6 ,gas,45875.0,other,73828
Toyota,Sienna,35900,2014,,6 ,gas,28229.0,automatic,45430
Toyota,Sienna,24900,2012,,6 ,gas,128356.0,automatic,206568
Toyota,Tundra,14995,2000,excellent,8 ,gas,148118.0,automatic,238372
Toyota,Sienna,4950,2009,,6 ,gas,114619.0,automatic,184460
Toyota,4Runner,10995,2003,excellent,8 ,gas,251800.0,automatic,405231
Toyota,Corolla Le,10950,2018,,4 ,gas,77312.0,automatic,124421
Toyota,Tacoma 4X4 V6,24950,2014,,6 ,gas,108684.0,automatic,174909
Toyota,Sienna,8550,2013,,6 ,gas,124306.0,automatic,200050
Toyota,Tundra 4Wd Truck,27995,2008,excellent,8 ,gas,79414.0,automatic,127804
Honda,Accord Touring,11950,2013,,6 ,gas,91785.0,automatic,147713
Toyota,Camry,6500,2011,excellent,4 ,gas,178000.0,automatic,286462
Toyota,Sienna,16999,2013,,,gas,50354.0,automatic,81036
Toyota,Tacoma Double Cab,18000,2008,excellent,6 ,gas,234601.0,automatic,377552
Toyota,Tundra Sr5,56000,2020,like new,5 ,gas,20000.0,automatic,32186
Toyota,Avalon Xle Premium,21988,2015,excellent,6 ,gas,52718.0,automatic,84841
Toyota,Camry,6500,2011,,4 ,gas,184000.0,automatic,296118
Honda,Civic Lx,15500,2020,like new,4 ,gas,7500.0,automatic,12070
Toyota,Camry,10999,2012,,,gas,101237.0,automatic,162924
Toyota,Land Cruiser,19995,1995,excellent,,gas,0.0,automatic,0
Toyota,Land Cruiser,17900,1992,excellent,,gas,0.0,automatic,0
Honda,Integra Type R,28995,1995,excellent,,gas,48225.0,manual,77610
Toyota,Highlander Se,16599,2012,like new,4 ,gas,81219.0,automatic,130708
Toyota,Cresta,15999,1994,excellent,,gas,0.0,automatic,0
Toyota,Tundra Double Cab Sr5,15500,2013,,,gas,160000.0,automatic,257494
